1	2
1	49
2	3
2	4
2	49
3	2
3	3
3	49
5	53
6	54
6	55
7	53
7	54
12	12
13	13
13	14
14	12
14	13
19	2
19	49
20	3
20	4
20	49
21	2
21	3
21	49
23	53
24	54
24	55
25	53
25	54
30	12
31	13
31	14
32	12
32	13
37	2
37	49
38	3
38	4
38	49
39	2
39	3
39	49
41	53
42	54
42	55
43	53
43	54
48	12
49	13
49	14
50	12
50	13
55	2
55	49
56	3
56	4
56	49
57	2
57	3
57	49
59	53
60	54
60	55
61	53
61	54
66	12
67	13
67	14
68	12
68	13
73	2
73	49
74	3
74	4
74	49
75	2
75	3
75	49
77	53
78	54
78	55
79	53
79	54
84	12
85	13
85	14
86	12
86	13
91	2
91	49
92	3
92	4
92	49
93	2
93	3
93	49
95	53
96	54
96	55
97	53
97	54
1002	12
1003	13
1003	14
1004	12
1004	13
1009	2
1009	49
1010	3
1010	4
1010	49
1011	2
1011	3
1011	49
1013	53
1014	54
1014	55
1015	53
1015	54
1020	12
102	12
1021	13
1021	14
1022	12
1022	13
1027	2
1027	49
1028	3
1028	4
1028	49
1029	2
1029	3
1029	49
103	13
103	14
1031	53
1032	54
1032	55
1033	53
1033	54
1038	12
1039	13
1039	14
1040	12
1040	13
104	12
104	13
1045	2
1045	49
1046	3
1046	4
1046	49
1047	2
1047	3
1047	49
1049	53
1050	54
1050	55
1051	53
1051	54
1056	12
1057	13
1057	14
1058	12
1058	13
1063	2
1063	49
1064	3
1064	4
1064	49
1065	2
1065	3
1065	49
1067	53
1068	54
1068	55
1069	53
1069	54
1074	12
1075	13
1075	14
1076	12
1076	13
1081	2
1081	49
1082	3
1082	4
1082	49
1083	2
1083	3
1083	49
1085	53
1086	54
1086	55
1087	53
1087	54
109	2
109	49
1092	12
1093	13
1093	14
1094	12
1094	13
1099	2
1099	49
1100	3
1100	4
110	3
110	4
1100	49
110	49
1101	2
1101	3
1101	49
1103	53
1104	54
1104	55
1105	53
1105	54
1110	12
111	2
111	3
111	49
1111	13
1111	14
1112	12
1112	13
1117	2
1117	49
1118	3
1118	4
1118	49
1119	2
1119	3
1119	49
1121	53
1122	54
1122	55
1123	53
1123	54
1128	12
1129	13
1129	14
1130	12
1130	13
113	53
1135	2
1135	49
1136	3
1136	4
1136	49
1137	2
1137	3
1137	49
1139	53
1140	54
1140	55
114	54
114	55
1141	53
1141	54
1146	12
1147	13
1147	14
1148	12
1148	13
115	53
115	54
1153	2
1153	49
1154	3
1154	4
1154	49
1155	2
1155	3
1155	49
1157	53
1158	54
1158	55
1159	53
1159	54
1164	12
1165	13
1165	14
1166	12
1166	13
1171	2
1171	49
1172	3
1172	4
1172	49
1173	2
1173	3
1173	49
1175	53
1176	54
1176	55
1177	53
1177	54
1182	12
1183	13
1183	14
1184	12
1184	13
1189	2
1189	49
1190	3
1190	4
1190	49
1191	2
1191	3
1191	49
1193	53
1194	54
1194	55
1195	53
1195	54
1200	12
120	12
1201	13
1201	14
1202	12
1202	13
1207	2
1207	49
1208	3
1208	4
1208	49
1209	2
1209	3
1209	49
121	13
121	14
1211	53
1212	54
1212	55
1213	53
1213	54
1218	12
1219	13
1219	14
1220	12
1220	13
122	12
122	13
1225	2
1225	49
1226	3
1226	4
1226	49
1227	2
1227	3
1227	49
1229	53
1230	54
1230	55
1231	53
1231	54
1236	12
1237	13
1237	14
1238	12
1238	13
1243	2
1243	49
1244	3
1244	4
1244	49
1245	2
1245	3
1245	49
1247	53
1248	54
1248	55
1249	53
1249	54
1254	12
1255	13
1255	14
1256	12
1256	13
1261	2
1261	49
1262	3
1262	4
1262	49
1263	2
1263	3
1263	49
1265	53
1266	54
1266	55
1267	53
1267	54
127	2
127	49
1272	12
1273	13
1273	14
1274	12
1274	13
1279	2
1279	49
1280	3
1280	4
128	3
128	4
1280	49
128	49
1281	2
1281	3
1281	49
1283	53
1284	54
1284	55
1285	53
1285	54
1290	12
129	2
129	3
129	49
1291	13
1291	14
1292	12
1292	13
1297	2
1297	49
1298	3
1298	4
1298	49
1299	2
1299	3
1299	49
1301	53
1302	54
1302	55
1303	53
1303	54
1308	12
1309	13
1309	14
1310	12
1310	13
131	53
1315	2
1315	49
1316	3
1316	4
1316	49
1317	2
1317	3
1317	49
1319	53
1320	54
1320	55
132	54
132	55
1321	53
1321	54
1326	12
1327	13
1327	14
1328	12
1328	13
133	53
133	54
1333	2
1333	49
1334	3
1334	4
1334	49
1335	2
1335	3
1335	49
1337	53
1338	54
1338	55
1339	53
1339	54
1344	12
1345	13
1345	14
1346	12
1346	13
1351	2
1351	49
1352	3
1352	4
1352	49
1353	2
1353	3
1353	49
1355	53
1356	54
1356	55
1357	53
1357	54
1362	12
1363	13
1363	14
1364	12
1364	13
1369	2
1369	49
1370	3
1370	4
1370	49
1371	2
1371	3
1371	49
1373	53
1374	54
1374	55
1375	53
1375	54
1380	12
138	12
1381	13
1381	14
1382	12
1382	13
1387	2
1387	49
1388	3
1388	4
1388	49
1389	2
1389	3
1389	49
139	13
139	14
1391	53
1392	54
1392	55
1393	53
1393	54
1398	12
1399	13
1399	14
1400	12
1400	13
140	12
140	13
1405	2
1405	49
1406	3
1406	4
1406	49
1407	2
1407	3
1407	49
1409	53
1410	54
1410	55
1411	53
1411	54
1416	12
1417	13
1417	14
1418	12
1418	13
1423	2
1423	49
1424	3
1424	4
1424	49
1425	2
1425	3
1425	49
1427	53
1428	54
1428	55
1429	53
1429	54
1434	12
1435	13
1435	14
1436	12
1436	13
1441	2
1441	49
1442	3
1442	4
1442	49
1443	2
1443	3
1443	49
1445	53
1446	54
1446	55
1447	53
1447	54
145	2
145	49
1452	12
1453	13
1453	14
1454	12
1454	13
1459	2
1459	49
1460	3
1460	4
146	3
146	4
1460	49
146	49
1461	2
1461	3
1461	49
1463	53
1464	54
1464	55
1465	53
1465	54
1470	12
147	2
147	3
147	49
1471	13
1471	14
1472	12
1472	13
1477	2
1477	49
1478	3
1478	4
1478	49
1479	2
1479	3
1479	49
1481	53
1482	54
1482	55
1483	53
1483	54
1488	12
1489	13
1489	14
1490	12
1490	13
149	53
1495	2
1495	49
1496	3
1496	4
1496	49
1497	2
1497	3
1497	49
1499	53
1500	54
1500	55
150	54
150	55
1501	53
1501	54
1506	12
1507	13
1507	14
1508	12
1508	13
151	53
151	54
1513	2
1513	49
1514	3
1514	4
1514	49
1515	2
1515	3
1515	49
1517	53
1518	54
1518	55
1519	53
1519	54
1524	12
1525	13
1525	14
1526	12
1526	13
1531	2
1531	49
1532	3
1532	4
1532	49
1533	2
1533	3
1533	49
1535	53
1536	54
1536	55
1537	53
1537	54
1542	12
1543	13
1543	14
1544	12
1544	13
1549	2
1549	49
1550	3
1550	4
1550	49
1551	2
1551	3
1551	49
1553	53
1554	54
1554	55
1555	53
1555	54
1560	12
156	12
1561	13
1561	14
1562	12
1562	13
1567	2
1567	49
1568	3
1568	4
1568	49
1569	2
1569	3
1569	49
157	13
157	14
1571	53
1572	54
1572	55
1573	53
1573	54
1578	12
1579	13
1579	14
1580	12
1580	13
158	12
158	13
1585	2
1585	49
1586	3
1586	4
1586	49
1587	2
1587	3
1587	49
1589	53
1590	54
1590	55
1591	53
1591	54
1596	12
1597	13
1597	14
1598	12
1598	13
1603	2
1603	49
1604	3
1604	4
1604	49
1605	2
1605	3
1605	49
1607	53
1608	54
1608	55
1609	53
1609	54
1614	12
1615	13
1615	14
1616	12
1616	13
1621	2
1621	49
1622	3
1622	4
1622	49
1623	2
1623	3
1623	49
1625	53
1626	54
1626	55
1627	53
1627	54
163	2
163	49
1632	12
1633	13
1633	14
1634	12
1634	13
1639	2
1639	49
1640	3
1640	4
164	3
164	4
1640	49
164	49
1641	2
1641	3
1641	49
1643	53
1644	54
1644	55
1645	53
1645	54
1650	12
165	2
165	3
165	49
1651	13
1651	14
1652	12
1652	13
1657	2
1657	49
1658	3
1658	4
1658	49
1659	2
1659	3
1659	49
1661	53
1662	54
1662	55
1663	53
1663	54
1668	12
1669	13
1669	14
1670	12
1670	13
167	53
1675	2
1675	49
1676	3
1676	4
1676	49
1677	2
1677	3
1677	49
1679	53
1680	54
1680	55
168	54
168	55
1681	53
1681	54
1686	12
1687	13
1687	14
1688	12
1688	13
169	53
169	54
1693	2
1693	49
1694	3
1694	4
1694	49
1695	2
1695	3
1695	49
1697	53
1698	54
1698	55
1699	53
1699	54
1704	12
1705	13
1705	14
1706	12
1706	13
1711	2
1711	49
1712	3
1712	4
1712	49
1713	2
1713	3
1713	49
1715	53
1716	54
1716	55
1717	53
1717	54
1722	12
1723	13
1723	14
1724	12
1724	13
1729	2
1729	49
1730	3
1730	4
1730	49
1731	2
1731	3
1731	49
1733	53
1734	54
1734	55
1735	53
1735	54
1740	12
174	12
1741	13
1741	14
1742	12
1742	13
1747	2
1747	49
1748	3
1748	4
1748	49
1749	2
1749	3
1749	49
175	13
175	14
1751	53
1752	54
1752	55
1753	53
1753	54
1758	12
1759	13
1759	14
1760	12
1760	13
176	12
176	13
1765	2
1765	49
1766	3
1766	4
1766	49
1767	2
1767	3
1767	49
1769	53
1770	54
1770	55
1771	53
1771	54
1776	12
1777	13
1777	14
1778	12
1778	13
1783	2
1783	49
1784	3
1784	4
1784	49
1785	2
1785	3
1785	49
1787	53
1788	54
1788	55
1789	53
1789	54
1794	12
1795	13
1795	14
1796	12
1796	13
1801	2
1801	49
1802	3
1802	4
1802	49
1803	2
1803	3
1803	49
1805	53
1806	54
1806	55
1807	53
1807	54
181	2
181	49
1812	12
1813	13
1813	14
1814	12
1814	13
1819	2
1819	49
1820	3
1820	4
182	3
182	4
1820	49
182	49
1821	2
1821	3
1821	49
1823	53
1824	54
1824	55
1825	53
1825	54
1830	12
183	2
183	3
183	49
1831	13
1831	14
1832	12
1832	13
1837	2
1837	49
1838	3
1838	4
1838	49
1839	2
1839	3
1839	49
1841	53
1842	54
1842	55
1843	53
1843	54
1848	12
1849	13
1849	14
1850	12
1850	13
185	53
1855	2
1855	49
1856	3
1856	4
1856	49
1857	2
1857	3
1857	49
1859	53
1860	54
1860	55
186	54
186	55
1861	53
1861	54
1866	12
1867	13
1867	14
1868	12
1868	13
187	53
187	54
1873	2
1873	49
1874	3
1874	4
1874	49
1875	2
1875	3
1875	49
1877	53
1878	54
1878	55
1879	53
1879	54
1884	12
1885	13
1885	14
1886	12
1886	13
1891	2
1891	49
1892	3
1892	4
1892	49
1893	2
1893	3
1893	49
1895	53
1896	54
1896	55
1897	53
1897	54
1902	12
1903	13
1903	14
1904	12
1904	13
1909	2
1909	49
1910	3
1910	4
1910	49
1911	2
1911	3
1911	49
1913	53
1914	54
1914	55
1915	53
1915	54
1920	12
192	12
1921	13
1921	14
1922	12
1922	13
1927	2
1927	49
1928	3
1928	4
1928	49
1929	2
1929	3
1929	49
193	13
193	14
1931	53
1932	54
1932	55
1933	53
1933	54
1938	12
1939	13
1939	14
1940	12
1940	13
194	12
194	13
1945	2
1945	49
1946	3
1946	4
1946	49
1947	2
1947	3
1947	49
1949	53
1950	54
1950	55
1951	53
1951	54
1956	12
1957	13
1957	14
1958	12
1958	13
1963	2
1963	49
1964	3
1964	4
1964	49
1965	2
1965	3
1965	49
1967	53
1968	54
1968	55
1969	53
1969	54
1974	12
1975	13
1975	14
1976	12
1976	13
1981	2
1981	49
1982	3
1982	4
1982	49
1983	2
1983	3
1983	49
1985	53
1986	54
1986	55
1987	53
1987	54
199	2
199	49
1992	12
1993	13
1993	14
1994	12
1994	13
1999	2
1999	49
2000	3
2000	4
200	3
200	4
2000	49
200	49
2001	2
2001	3
2001	49
2003	53
2004	54
2004	55
2005	53
2005	54
2010	12
201	2
201	3
201	49
2011	13
2011	14
2012	12
2012	13
2017	2
2017	49
2018	3
2018	4
2018	49
2019	2
2019	3
2019	49
2021	53
2022	54
2022	55
2023	53
2023	54
2028	12
2029	13
2029	14
2030	12
2030	13
203	53
2035	2
2035	49
2036	3
2036	4
2036	49
2037	2
2037	3
2037	49
2039	53
2040	54
2040	55
204	54
204	55
2041	53
2041	54
2046	12
2047	13
2047	14
2048	12
2048	13
205	53
205	54
2053	2
2053	49
2054	3
2054	4
2054	49
2055	2
2055	3
2055	49
2057	53
2058	54
2058	55
2059	53
2059	54
2064	12
2065	13
2065	14
2066	12
2066	13
2071	2
2071	49
2072	3
2072	4
2072	49
2073	2
2073	3
2073	49
2075	53
2076	54
2076	55
2077	53
2077	54
2082	12
2083	13
2083	14
2084	12
2084	13
2089	2
2089	49
2090	3
2090	4
2090	49
2091	2
2091	3
2091	49
2093	53
2094	54
2094	55
2095	53
2095	54
2100	12
210	12
2101	13
2101	14
2102	12
2102	13
2107	2
2107	49
2108	3
2108	4
2108	49
2109	2
2109	3
2109	49
211	13
211	14
2111	53
2112	54
2112	55
2113	53
2113	54
2118	12
2119	13
2119	14
2120	12
2120	13
212	12
212	13
2125	2
2125	49
2126	3
2126	4
2126	49
2127	2
2127	3
2127	49
2129	53
2130	54
2130	55
2131	53
2131	54
2136	12
2137	13
2137	14
2138	12
2138	13
2143	2
2143	49
2144	3
2144	4
2144	49
2145	2
2145	3
2145	49
2147	53
2148	54
2148	55
2149	53
2149	54
2154	12
2155	13
2155	14
2156	12
2156	13
2161	2
2161	49
2162	3
2162	4
2162	49
2163	2
2163	3
2163	49
2165	53
2166	54
2166	55
2167	53
2167	54
217	2
217	49
2172	12
2173	13
2173	14
2174	12
2174	13
2179	2
2179	49
2180	3
2180	4
218	3
218	4
2180	49
218	49
2181	2
2181	3
2181	49
2183	53
2184	54
2184	55
2185	53
2185	54
2190	12
219	2
219	3
219	49
2191	13
2191	14
2192	12
2192	13
2197	2
2197	49
2198	3
2198	4
2198	49
2199	2
2199	3
2199	49
2201	53
2202	54
2202	55
2203	53
2203	54
2208	12
2209	13
2209	14
2210	12
2210	13
221	53
2215	2
2215	49
2216	3
2216	4
2216	49
2217	2
2217	3
2217	49
2219	53
2220	54
2220	55
222	54
222	55
2221	53
2221	54
2226	12
2227	13
2227	14
2228	12
2228	13
223	53
223	54
2233	2
2233	49
2234	3
2234	4
2234	49
2235	2
2235	3
2235	49
2237	53
2238	54
2238	55
2239	53
2239	54
2244	12
2245	13
2245	14
2246	12
2246	13
2251	2
2251	49
2252	3
2252	4
2252	49
2253	2
2253	3
2253	49
2255	53
2256	54
2256	55
2257	53
2257	54
2262	12
2263	13
2263	14
2264	12
2264	13
2269	2
2269	49
2270	3
2270	4
2270	49
2271	2
2271	3
2271	49
2273	53
2274	54
2274	55
2275	53
2275	54
2280	12
228	12
2281	13
2281	14
2282	12
2282	13
2287	2
2287	49
2288	3
2288	4
2288	49
2289	2
2289	3
2289	49
229	13
229	14
2291	53
2292	54
2292	55
2293	53
2293	54
2298	12
2299	13
2299	14
2300	12
2300	13
230	12
230	13
2305	2
2305	49
2306	3
2306	4
2306	49
2307	2
2307	3
2307	49
2309	53
2310	54
2310	55
2311	53
2311	54
2316	12
2317	13
2317	14
2318	12
2318	13
2323	2
2323	49
2324	3
2324	4
2324	49
2325	2
2325	3
2325	49
2327	53
2328	54
2328	55
2329	53
2329	54
2334	12
2335	13
2335	14
2336	12
2336	13
2341	2
2341	49
2342	3
2342	4
2342	49
2343	2
2343	3
2343	49
2345	53
2346	54
2346	55
2347	53
2347	54
235	2
235	49
2352	12
2353	13
2353	14
2354	12
2354	13
2359	2
2359	49
2360	3
2360	4
236	3
236	4
2360	49
236	49
2361	2
2361	3
2361	49
2363	53
2364	54
2364	55
2365	53
2365	54
2370	12
237	2
237	3
237	49
2371	13
2371	14
2372	12
2372	13
2377	2
2377	49
2378	3
2378	4
2378	49
2379	2
2379	3
2379	49
2381	53
2382	54
2382	55
2383	53
2383	54
2388	12
2389	13
2389	14
2390	12
2390	13
239	53
2395	2
2395	49
2396	3
2396	4
2396	49
2397	2
2397	3
2397	49
2399	53
2400	54
2400	55
240	54
240	55
2401	53
2401	54
2406	12
2407	13
2407	14
2408	12
2408	13
241	53
241	54
2413	2
2413	49
2414	3
2414	4
2414	49
2415	2
2415	3
2415	49
2417	53
2418	54
2418	55
2419	53
2419	54
2424	12
2425	13
2425	14
2426	12
2426	13
2431	2
2431	49
2432	3
2432	4
2432	49
2433	2
2433	3
2433	49
2435	53
2436	54
2436	55
2437	53
2437	54
2442	12
2443	13
2443	14
2444	12
2444	13
2449	2
2449	49
2450	3
2450	4
2450	49
2451	2
2451	3
2451	49
2453	53
2454	54
2454	55
2455	53
2455	54
2460	12
246	12
2461	13
2461	14
2462	12
2462	13
2467	2
2467	49
2468	3
2468	4
2468	49
2469	2
2469	3
2469	49
247	13
247	14
2471	53
2472	54
2472	55
2473	53
2473	54
2478	12
2479	13
2479	14
2480	12
2480	13
248	12
248	13
2485	2
2485	49
2486	3
2486	4
2486	49
2487	2
2487	3
2487	49
2489	53
2490	54
2490	55
2491	53
2491	54
2496	12
2497	13
2497	14
2498	12
2498	13
2503	2
2503	49
2504	3
2504	4
2504	49
2505	2
2505	3
2505	49
2507	53
2508	54
2508	55
2509	53
2509	54
2514	12
2515	13
2515	14
2516	12
2516	13
2521	2
2521	49
2522	3
2522	4
2522	49
2523	2
2523	3
2523	49
2525	53
2526	54
2526	55
2527	53
2527	54
253	2
253	49
2532	12
2533	13
2533	14
2534	12
2534	13
2539	2
2539	49
2540	3
2540	4
254	3
254	4
2540	49
254	49
2541	2
2541	3
2541	49
2543	53
2544	54
2544	55
2545	53
2545	54
2550	12
255	2
255	3
255	49
2551	13
2551	14
2552	12
2552	13
2557	2
2557	49
2558	3
2558	4
2558	49
2559	2
2559	3
2559	49
2561	53
2562	54
2562	55
2563	53
2563	54
2568	12
2569	13
2569	14
2570	12
2570	13
257	53
2575	2
2575	49
2576	3
2576	4
2576	49
2577	2
2577	3
2577	49
2579	53
2580	54
2580	55
258	54
258	55
2581	53
2581	54
2586	12
2587	13
2587	14
2588	12
2588	13
259	53
259	54
2593	2
2593	49
2594	3
2594	4
2594	49
2595	2
2595	3
2595	49
2597	53
2598	54
2598	55
2599	53
2599	54
2604	12
2605	13
2605	14
2606	12
2606	13
2611	2
2611	49
2612	3
2612	4
2612	49
2613	2
2613	3
2613	49
2615	53
2616	54
2616	55
2617	53
2617	54
2622	12
2623	13
2623	14
2624	12
2624	13
2629	2
2629	49
2630	3
2630	4
2630	49
2631	2
2631	3
2631	49
2633	53
2634	54
2634	55
2635	53
2635	54
2640	12
264	12
2641	13
2641	14
2642	12
2642	13
2647	2
2647	49
2648	3
2648	4
2648	49
2649	2
2649	3
2649	49
265	13
265	14
2651	53
2652	54
2652	55
2653	53
2653	54
2658	12
2659	13
2659	14
2660	12
2660	13
266	12
266	13
2665	2
2665	49
2666	3
2666	4
2666	49
2667	2
2667	3
2667	49
2669	53
2670	54
2670	55
2671	53
2671	54
2676	12
2677	13
2677	14
2678	12
2678	13
2683	2
2683	49
2684	3
2684	4
2684	49
2685	2
2685	3
2685	49
2687	53
2688	54
2688	55
2689	53
2689	54
2694	12
2695	13
2695	14
2696	12
2696	13
2701	2
2701	49
2702	3
2702	4
2702	49
2703	2
2703	3
2703	49
2705	53
2706	54
2706	55
2707	53
2707	54
271	2
271	49
2712	12
2713	13
2713	14
2714	12
2714	13
2719	2
2719	49
2720	3
2720	4
272	3
272	4
2720	49
272	49
2721	2
2721	3
2721	49
2723	53
2724	54
2724	55
2725	53
2725	54
2730	12
273	2
273	3
273	49
2731	13
2731	14
2732	12
2732	13
2737	2
2737	49
2738	3
2738	4
2738	49
2739	2
2739	3
2739	49
2741	53
2742	54
2742	55
2743	53
2743	54
2748	12
2749	13
2749	14
2750	12
2750	13
275	53
2755	2
2755	49
2756	3
2756	4
2756	49
2757	2
2757	3
2757	49
2759	53
2760	54
2760	55
276	54
276	55
2761	53
2761	54
2766	12
2767	13
2767	14
2768	12
2768	13
277	53
277	54
2773	2
2773	49
2774	3
2774	4
2774	49
2775	2
2775	3
2775	49
2777	53
2778	54
2778	55
2779	53
2779	54
2784	12
2785	13
2785	14
2786	12
2786	13
2791	2
2791	49
2792	3
2792	4
2792	49
2793	2
2793	3
2793	49
2795	53
2796	54
2796	55
2797	53
2797	54
2802	12
2803	13
2803	14
2804	12
2804	13
2809	2
2809	49
2810	3
2810	4
2810	49
2811	2
2811	3
2811	49
2813	53
2814	54
2814	55
2815	53
2815	54
2820	12
282	12
2821	13
2821	14
2822	12
2822	13
2827	2
2827	49
2828	3
2828	4
2828	49
2829	2
2829	3
2829	49
283	13
283	14
2831	53
2832	54
2832	55
2833	53
2833	54
2838	12
2839	13
2839	14
2840	12
2840	13
284	12
284	13
2845	2
2845	49
2846	3
2846	4
2846	49
2847	2
2847	3
2847	49
2849	53
2850	54
2850	55
2851	53
2851	54
2856	12
2857	13
2857	14
2858	12
2858	13
2863	2
2863	49
2864	3
2864	4
2864	49
2865	2
2865	3
2865	49
2867	53
2868	54
2868	55
2869	53
2869	54
2874	12
2875	13
2875	14
2876	12
2876	13
2881	2
2881	49
2882	3
2882	4
2882	49
2883	2
2883	3
2883	49
2885	53
2886	54
2886	55
2887	53
2887	54
289	2
289	49
2892	12
2893	13
2893	14
2894	12
2894	13
2899	2
2899	49
2900	3
2900	4
290	3
290	4
2900	49
290	49
2901	2
2901	3
2901	49
2903	53
2904	54
2904	55
2905	53
2905	54
2910	12
291	2
291	3
291	49
2911	13
